predicted file,real file,number of residues,rmsd
0347_pred.pdb,0347_real.pdb,21,15.642
0348_pred.pdb,0348_real.pdb,7,3.675
0349_pred.pdb,0349_real.pdb,16,6.132
0350_pred.pdb,0350_real.pdb,8,2.231
0351_pred.pdb,0351_real.pdb,17,12.442
0352_pred.pdb,0352_real.pdb,6,1.44
0353_pred.pdb,0353_real.pdb,16,6.954
0354_pred.pdb,0354_real.pdb,5,0.498
0355_pred.pdb,0355_real.pdb,21,14.228
0356_pred.pdb,0356_real.pdb,13,3.525
0357_pred.pdb,0357_real.pdb,15,4.325
0358_pred.pdb,0358_real.pdb,15,3.441
0359_pred.pdb,0359_real.pdb,13,2.634
0360_pred.pdb,0360_real.pdb,14,5.286
0361_pred.pdb,0361_real.pdb,19,8.564
0362_pred.pdb,0362_real.pdb,11,3.255
0363_pred.pdb,0363_real.pdb,12,4.96
0364_pred.pdb,0364_real.pdb,11,5.81
0365_pred.pdb,0365_real.pdb,17,1.949
0366_pred.pdb,0366_real.pdb,11,2.941
0367_pred.pdb,0367_real.pdb,8,1.207
0368_pred.pdb,0368_real.pdb,8,0.927
0369_pred.pdb,0369_real.pdb,21,3.2
0370_pred.pdb,0370_real.pdb,6,4.452
0371_pred.pdb,0371_real.pdb,11,5.397
0372_pred.pdb,0372_real.pdb,9,6.741
0373_pred.pdb,0373_real.pdb,10,5.383
0374_pred.pdb,0374_real.pdb,4,1.843
0375_pred.pdb,0375_real.pdb,12,3.092
0376_pred.pdb,0376_real.pdb,19,10.015
0377_pred.pdb,0377_real.pdb,6,2.798
0378_pred.pdb,0378_real.pdb,13,1.625
0379_pred.pdb,0379_real.pdb,10,3.503
0380_pred.pdb,0380_real.pdb,11,7.175
0381_pred.pdb,0381_real.pdb,18,4.892
0382_pred.pdb,0382_real.pdb,11,2.055
0383_pred.pdb,0383_real.pdb,11,2.632
0384_pred.pdb,0384_real.pdb,14,5.306
0385_pred.pdb,0385_real.pdb,12,4.372
0386_pred.pdb,0386_real.pdb,15,6.235
0387_pred.pdb,0387_real.pdb,7,3.146
0388_pred.pdb,0388_real.pdb,9,3.848
0389_pred.pdb,0389_real.pdb,8,4.677
0390_pred.pdb,0390_real.pdb,4,1.422
0391_pred.pdb,0391_real.pdb,11,6.23
0392_pred.pdb,0392_real.pdb,3,0.51
0393_pred.pdb,0393_real.pdb,13,3.131
0394_pred.pdb,0394_real.pdb,11,9.511
0395_pred.pdb,0395_real.pdb,7,0.527
0396_pred.pdb,0396_real.pdb,18,7.883
0397_pred.pdb,0397_real.pdb,7,1.986
0398_pred.pdb,0398_real.pdb,27,9.238
0399_pred.pdb,0399_real.pdb,23,15.133
predicted file,real file,number of residues,rmsd
0000_pred.pdb,0000_real.pdb,24,6.432
0001_pred.pdb,0001_real.pdb,15,7.278
0002_pred.pdb,0002_real.pdb,5,3.459
0003_pred.pdb,0003_real.pdb,5,2.536
0004_pred.pdb,0004_real.pdb,9,5.953
0005_pred.pdb,0005_real.pdb,8,2.344
0006_pred.pdb,0006_real.pdb,4,0.916
0007_pred.pdb,0007_real.pdb,5,2.282
0008_pred.pdb,0008_real.pdb,16,1.524
0009_pred.pdb,0009_real.pdb,4,0.304
0010_pred.pdb,0010_real.pdb,11,2.319
0011_pred.pdb,0011_real.pdb,12,7.485
0012_pred.pdb,0012_real.pdb,23,15.007
0013_pred.pdb,0013_real.pdb,20,8.108
0014_pred.pdb,0014_real.pdb,4,0.384
0015_pred.pdb,0015_real.pdb,9,1.026
0016_pred.pdb,0016_real.pdb,12,9.668
0017_pred.pdb,0017_real.pdb,27,13.95
0018_pred.pdb,0018_real.pdb,9,4.188
0019_pred.pdb,0019_real.pdb,6,2.465
0020_pred.pdb,0020_real.pdb,15,3.03
0021_pred.pdb,0021_real.pdb,7,1.434
0022_pred.pdb,0022_real.pdb,19,9.141
0023_pred.pdb,0023_real.pdb,5,2.538
0024_pred.pdb,0024_real.pdb,14,3.702
0025_pred.pdb,0025_real.pdb,26,7.468
0026_pred.pdb,0026_real.pdb,5,1.157
0027_pred.pdb,0027_real.pdb,18,13.027
0028_pred.pdb,0028_real.pdb,21,3.019
0029_pred.pdb,0029_real.pdb,7,3.507
0030_pred.pdb,0030_real.pdb,16,9.128
0031_pred.pdb,0031_real.pdb,12,2.173
0032_pred.pdb,0032_real.pdb,5,2.789
0033_pred.pdb,0033_real.pdb,13,4.651
0034_pred.pdb,0034_real.pdb,24,4.873
0035_pred.pdb,0035_real.pdb,19,11.585
0036_pred.pdb,0036_real.pdb,7,1.159
0037_pred.pdb,0037_real.pdb,11,4.871
0038_pred.pdb,0038_real.pdb,16,0.954
0039_pred.pdb,0039_real.pdb,13,7.272
0040_pred.pdb,0040_real.pdb,10,4.84
0041_pred.pdb,0041_real.pdb,4,1.632
0042_pred.pdb,0042_real.pdb,29,6.2
0043_pred.pdb,0043_real.pdb,9,0.486
0044_pred.pdb,0044_real.pdb,11,4.954
0045_pred.pdb,0045_real.pdb,7,0.599
0046_pred.pdb,0046_real.pdb,8,2.932
0047_pred.pdb,0047_real.pdb,10,1.468
0048_pred.pdb,0048_real.pdb,30,9.811
0049_pred.pdb,0049_real.pdb,5,2.451
0050_pred.pdb,0050_real.pdb,16,2.395
0051_pred.pdb,0051_real.pdb,6,1.556
0052_pred.pdb,0052_real.pdb,8,4.863
0053_pred.pdb,0053_real.pdb,5,2.516
0054_pred.pdb,0054_real.pdb,5,0.945
0055_pred.pdb,0055_real.pdb,23,15.063
0056_pred.pdb,0056_real.pdb,7,2.254
0057_pred.pdb,0057_real.pdb,7,1.271
0058_pred.pdb,0058_real.pdb,10,3.601
0059_pred.pdb,0059_real.pdb,14,5.359
0060_pred.pdb,0060_real.pdb,21,6.258
0061_pred.pdb,0061_real.pdb,21,17.071
0062_pred.pdb,0062_real.pdb,19,12.337
0063_pred.pdb,0063_real.pdb,11,2.564
0064_pred.pdb,0064_real.pdb,14,9.956
0065_pred.pdb,0065_real.pdb,3,0.501
0066_pred.pdb,0066_real.pdb,18,12.724
0067_pred.pdb,0067_real.pdb,14,5.272
0068_pred.pdb,0068_real.pdb,5,2.308
0069_pred.pdb,0069_real.pdb,12,3.855
0070_pred.pdb,0070_real.pdb,12,2.445
0071_pred.pdb,0071_real.pdb,14,10.272
0072_pred.pdb,0072_real.pdb,12,1.541
0073_pred.pdb,0073_real.pdb,5,0.563
0074_pred.pdb,0074_real.pdb,20,6.051
0075_pred.pdb,0075_real.pdb,11,4.458
0076_pred.pdb,0076_real.pdb,11,2.602
0077_pred.pdb,0077_real.pdb,24,5.523
0078_pred.pdb,0078_real.pdb,7,4.197
0079_pred.pdb,0079_real.pdb,14,6.729
0080_pred.pdb,0080_real.pdb,5,2.259
0081_pred.pdb,0081_real.pdb,8,6.926
0082_pred.pdb,0082_real.pdb,6,0.986
0083_pred.pdb,0083_real.pdb,16,2.567
0084_pred.pdb,0084_real.pdb,8,2.949
0085_pred.pdb,0085_real.pdb,11,3.657
0086_pred.pdb,0086_real.pdb,18,15.856
0087_pred.pdb,0087_real.pdb,5,0.86
0088_pred.pdb,0088_real.pdb,10,7.16
0089_pred.pdb,0089_real.pdb,16,4.686
0090_pred.pdb,0090_real.pdb,10,6.965
0091_pred.pdb,0091_real.pdb,13,5.322
0092_pred.pdb,0092_real.pdb,21,17.307
0093_pred.pdb,0093_real.pdb,12,1.745
0094_pred.pdb,0094_real.pdb,24,11.021
0095_pred.pdb,0095_real.pdb,11,2.391
0096_pred.pdb,0096_real.pdb,16,4.752
0097_pred.pdb,0097_real.pdb,10,5.742
0098_pred.pdb,0098_real.pdb,17,7.736
0099_pred.pdb,0099_real.pdb,8,1.93
0100_pred.pdb,0100_real.pdb,15,3.303
0101_pred.pdb,0101_real.pdb,5,0.855
0102_pred.pdb,0102_real.pdb,16,10.329
0103_pred.pdb,0103_real.pdb,12,3.873
0104_pred.pdb,0104_real.pdb,14,5.966
0105_pred.pdb,0105_real.pdb,7,0.749
0106_pred.pdb,0106_real.pdb,24,6.111
0107_pred.pdb,0107_real.pdb,28,14.915
0108_pred.pdb,0108_real.pdb,14,1.977
0109_pred.pdb,0109_real.pdb,27,4.756
0110_pred.pdb,0110_real.pdb,14,5.592
0111_pred.pdb,0111_real.pdb,22,16.126
0112_pred.pdb,0112_real.pdb,7,5.38
0113_pred.pdb,0113_real.pdb,11,7.398
0114_pred.pdb,0114_real.pdb,13,5.788
0115_pred.pdb,0115_real.pdb,18,5.132
0116_pred.pdb,0116_real.pdb,15,6.358
0117_pred.pdb,0117_real.pdb,6,2.735
0118_pred.pdb,0118_real.pdb,31,6.241
0119_pred.pdb,0119_real.pdb,19,2.61
0120_pred.pdb,0120_real.pdb,13,4.339
0121_pred.pdb,0121_real.pdb,7,4.042
0122_pred.pdb,0122_real.pdb,18,2.234
0123_pred.pdb,0123_real.pdb,8,0.852
0124_pred.pdb,0124_real.pdb,9,6.379
0125_pred.pdb,0125_real.pdb,24,5.513
0126_pred.pdb,0126_real.pdb,20,11.755
0127_pred.pdb,0127_real.pdb,13,4.981
0128_pred.pdb,0128_real.pdb,26,7.717
0129_pred.pdb,0129_real.pdb,16,3.98
0130_pred.pdb,0130_real.pdb,11,8.186
0131_pred.pdb,0131_real.pdb,11,4.671
0132_pred.pdb,0132_real.pdb,13,5.013
0133_pred.pdb,0133_real.pdb,10,3.507
0134_pred.pdb,0134_real.pdb,16,4.175
0135_pred.pdb,0135_real.pdb,10,5.933
0136_pred.pdb,0136_real.pdb,7,0.705
0137_pred.pdb,0137_real.pdb,26,7.666
0138_pred.pdb,0138_real.pdb,22,8.518
0139_pred.pdb,0139_real.pdb,16,1.377
0140_pred.pdb,0140_real.pdb,20,9.312
0141_pred.pdb,0141_real.pdb,6,2.098
0142_pred.pdb,0142_real.pdb,28,11.41
0143_pred.pdb,0143_real.pdb,13,7.753
0144_pred.pdb,0144_real.pdb,13,4.977
0145_pred.pdb,0145_real.pdb,13,4.66
0146_pred.pdb,0146_real.pdb,17,3.714
0147_pred.pdb,0147_real.pdb,11,3.96
0148_pred.pdb,0148_real.pdb,13,2.929
0149_pred.pdb,0149_real.pdb,17,6.455
0150_pred.pdb,0150_real.pdb,16,6.719
0151_pred.pdb,0151_real.pdb,13,3.352
0152_pred.pdb,0152_real.pdb,6,1.968
0153_pred.pdb,0153_real.pdb,20,8.083
0154_pred.pdb,0154_real.pdb,11,4.468
0155_pred.pdb,0155_real.pdb,19,7.654
0156_pred.pdb,0156_real.pdb,9,4.272
0157_pred.pdb,0157_real.pdb,10,8.159
0158_pred.pdb,0158_real.pdb,8,3.015
0159_pred.pdb,0159_real.pdb,5,2.662
0160_pred.pdb,0160_real.pdb,6,3.119
0161_pred.pdb,0161_real.pdb,8,5.677
0162_pred.pdb,0162_real.pdb,10,2.953
0163_pred.pdb,0163_real.pdb,16,5.483
0164_pred.pdb,0164_real.pdb,15,4.924
0165_pred.pdb,0165_real.pdb,8,1.718
0166_pred.pdb,0166_real.pdb,16,6.603
0167_pred.pdb,0167_real.pdb,5,1.976
0168_pred.pdb,0168_real.pdb,20,5.125
0169_pred.pdb,0169_real.pdb,28,17.939
0170_pred.pdb,0170_real.pdb,9,4.895
0171_pred.pdb,0171_real.pdb,10,4.627
0172_pred.pdb,0172_real.pdb,10,3.414
0173_pred.pdb,0173_real.pdb,15,6.609
0174_pred.pdb,0174_real.pdb,6,3.225
0175_pred.pdb,0175_real.pdb,31,11.118
0176_pred.pdb,0176_real.pdb,7,2.526
0177_pred.pdb,0177_real.pdb,15,6.361
0178_pred.pdb,0178_real.pdb,7,4.829
0179_pred.pdb,0179_real.pdb,19,9.587
0180_pred.pdb,0180_real.pdb,29,4.957
0181_pred.pdb,0181_real.pdb,17,8.412
0182_pred.pdb,0182_real.pdb,23,10.532
0183_pred.pdb,0183_real.pdb,19,7.524
0184_pred.pdb,0184_real.pdb,8,0.788
0185_pred.pdb,0185_real.pdb,14,9.212
0186_pred.pdb,0186_real.pdb,8,5.874
0187_pred.pdb,0187_real.pdb,5,1.826
0188_pred.pdb,0188_real.pdb,25,18.324
0189_pred.pdb,0189_real.pdb,7,1.44
0190_pred.pdb,0190_real.pdb,23,3.328
0191_pred.pdb,0191_real.pdb,24,7.138
0192_pred.pdb,0192_real.pdb,23,3.745
0193_pred.pdb,0193_real.pdb,5,1.82
0194_pred.pdb,0194_real.pdb,16,12.814
0195_pred.pdb,0195_real.pdb,14,9.93
0196_pred.pdb,0196_real.pdb,9,1.485
0197_pred.pdb,0197_real.pdb,7,4.408
0198_pred.pdb,0198_real.pdb,10,7.519
0199_pred.pdb,0199_real.pdb,5,0.519
0200_pred.pdb,0200_real.pdb,9,5.422
0201_pred.pdb,0201_real.pdb,6,2.251
0202_pred.pdb,0202_real.pdb,9,1.176
0203_pred.pdb,0203_real.pdb,7,1.053
0204_pred.pdb,0204_real.pdb,12,2.382
0205_pred.pdb,0205_real.pdb,13,1.498
0206_pred.pdb,0206_real.pdb,12,6.906
0207_pred.pdb,0207_real.pdb,10,2.118
0208_pred.pdb,0208_real.pdb,15,5.521
0209_pred.pdb,0209_real.pdb,6,4.156
0210_pred.pdb,0210_real.pdb,7,0.838
0211_pred.pdb,0211_real.pdb,16,9.964
0212_pred.pdb,0212_real.pdb,18,5.307
0213_pred.pdb,0213_real.pdb,14,4.416
0214_pred.pdb,0214_real.pdb,12,4.578
0215_pred.pdb,0215_real.pdb,17,8.607
0216_pred.pdb,0216_real.pdb,18,3.139
0217_pred.pdb,0217_real.pdb,11,1.37
0218_pred.pdb,0218_real.pdb,25,7.799
0219_pred.pdb,0219_real.pdb,31,5.695
0220_pred.pdb,0220_real.pdb,9,2.567
0221_pred.pdb,0221_real.pdb,5,1.625
0222_pred.pdb,0222_real.pdb,16,1.782
0223_pred.pdb,0223_real.pdb,16,8.593
0224_pred.pdb,0224_real.pdb,27,13.624
0225_pred.pdb,0225_real.pdb,12,4.523
0226_pred.pdb,0226_real.pdb,18,12.887
0227_pred.pdb,0227_real.pdb,8,3.936
0228_pred.pdb,0228_real.pdb,12,4.367
0229_pred.pdb,0229_real.pdb,13,1.642
0230_pred.pdb,0230_real.pdb,9,2.529
0231_pred.pdb,0231_real.pdb,12,8.538
0232_pred.pdb,0232_real.pdb,28,11.669
0233_pred.pdb,0233_real.pdb,8,4.676
0234_pred.pdb,0234_real.pdb,6,4.447
0235_pred.pdb,0235_real.pdb,10,1.271
0236_pred.pdb,0236_real.pdb,5,1.317
0237_pred.pdb,0237_real.pdb,18,14.29
0238_pred.pdb,0238_real.pdb,18,4.693
0239_pred.pdb,0239_real.pdb,19,11.473
0240_pred.pdb,0240_real.pdb,30,8.586
0241_pred.pdb,0241_real.pdb,19,5.899
0242_pred.pdb,0242_real.pdb,25,7.29
0243_pred.pdb,0243_real.pdb,13,1.486
0244_pred.pdb,0244_real.pdb,18,4.053
0245_pred.pdb,0245_real.pdb,16,2.539
0246_pred.pdb,0246_real.pdb,17,4.017
0247_pred.pdb,0247_real.pdb,19,4.924
0248_pred.pdb,0248_real.pdb,21,7.155
0249_pred.pdb,0249_real.pdb,8,2.471
0250_pred.pdb,0250_real.pdb,12,4.217
0251_pred.pdb,0251_real.pdb,10,4.996
0252_pred.pdb,0252_real.pdb,5,1.876
0253_pred.pdb,0253_real.pdb,13,7.516
0254_pred.pdb,0254_real.pdb,16,11.904
0255_pred.pdb,0255_real.pdb,7,3.171
0256_pred.pdb,0256_real.pdb,5,1.139
0257_pred.pdb,0257_real.pdb,27,5.186
0258_pred.pdb,0258_real.pdb,14,6.163
0259_pred.pdb,0259_real.pdb,13,4.476
0260_pred.pdb,0260_real.pdb,18,14.931
0261_pred.pdb,0261_real.pdb,14,9.056
0262_pred.pdb,0262_real.pdb,18,4.737
0263_pred.pdb,0263_real.pdb,8,2.073
0264_pred.pdb,0264_real.pdb,8,3.035
0265_pred.pdb,0265_real.pdb,16,5.555
0266_pred.pdb,0266_real.pdb,9,2.307
0267_pred.pdb,0267_real.pdb,13,8.563
0268_pred.pdb,0268_real.pdb,24,12.612
0269_pred.pdb,0269_real.pdb,13,2.652
0270_pred.pdb,0270_real.pdb,8,2.057
0271_pred.pdb,0271_real.pdb,6,1.891
0272_pred.pdb,0272_real.pdb,8,1.031
0273_pred.pdb,0273_real.pdb,16,4.611
0274_pred.pdb,0274_real.pdb,12,7.132
0275_pred.pdb,0275_real.pdb,13,10.064
0276_pred.pdb,0276_real.pdb,15,9.257
0277_pred.pdb,0277_real.pdb,12,3.759
0278_pred.pdb,0278_real.pdb,14,3.931
0279_pred.pdb,0279_real.pdb,4,1.006
0280_pred.pdb,0280_real.pdb,23,15.475
0281_pred.pdb,0281_real.pdb,12,2.118
0282_pred.pdb,0282_real.pdb,28,13.692
0283_pred.pdb,0283_real.pdb,18,5.58
0284_pred.pdb,0284_real.pdb,7,1.474
0285_pred.pdb,0285_real.pdb,10,4.457
0286_pred.pdb,0286_real.pdb,6,4.212
0287_pred.pdb,0287_real.pdb,20,12.214
0288_pred.pdb,0288_real.pdb,7,3.09
0289_pred.pdb,0289_real.pdb,25,14.371
0290_pred.pdb,0290_real.pdb,18,16.017
0291_pred.pdb,0291_real.pdb,16,6.005
0292_pred.pdb,0292_real.pdb,27,14.2
0293_pred.pdb,0293_real.pdb,8,2.315
0294_pred.pdb,0294_real.pdb,18,3.607
0295_pred.pdb,0295_real.pdb,8,6.077
0296_pred.pdb,0296_real.pdb,14,3.397
0297_pred.pdb,0297_real.pdb,10,2.294
0298_pred.pdb,0298_real.pdb,31,12.268
0299_pred.pdb,0299_real.pdb,5,2.345
0300_pred.pdb,0300_real.pdb,9,1.929
0301_pred.pdb,0301_real.pdb,7,3.992
0302_pred.pdb,0302_real.pdb,16,11.523
0303_pred.pdb,0303_real.pdb,6,1.637
0304_pred.pdb,0304_real.pdb,25,15.909
0305_pred.pdb,0305_real.pdb,18,11.904
0306_pred.pdb,0306_real.pdb,20,8.011
0307_pred.pdb,0307_real.pdb,9,4.358
0308_pred.pdb,0308_real.pdb,19,13.567
0309_pred.pdb,0309_real.pdb,11,4.996
0310_pred.pdb,0310_real.pdb,13,9.193
0311_pred.pdb,0311_real.pdb,12,2.922
0312_pred.pdb,0312_real.pdb,11,5.313
0313_pred.pdb,0313_real.pdb,16,6.565
0314_pred.pdb,0314_real.pdb,11,8.146
0315_pred.pdb,0315_real.pdb,18,11.236
0316_pred.pdb,0316_real.pdb,17,4.805
0317_pred.pdb,0317_real.pdb,17,1.842
0318_pred.pdb,0318_real.pdb,28,11.074
0319_pred.pdb,0319_real.pdb,13,5.106
0320_pred.pdb,0320_real.pdb,15,12.584
0321_pred.pdb,0321_real.pdb,15,5.893
0322_pred.pdb,0322_real.pdb,12,6.887
0323_pred.pdb,0323_real.pdb,13,4.323
0324_pred.pdb,0324_real.pdb,6,2.101
0325_pred.pdb,0325_real.pdb,5,0.447
0326_pred.pdb,0326_real.pdb,8,4.96
0327_pred.pdb,0327_real.pdb,20,8.088
0328_pred.pdb,0328_real.pdb,27,9.082
0329_pred.pdb,0329_real.pdb,9,2.796
0330_pred.pdb,0330_real.pdb,21,3.482
0331_pred.pdb,0331_real.pdb,7,1.164
0332_pred.pdb,0332_real.pdb,15,9.679
0333_pred.pdb,0333_real.pdb,25,8.326
0334_pred.pdb,0334_real.pdb,13,8.117
0335_pred.pdb,0335_real.pdb,8,2.277
0336_pred.pdb,0336_real.pdb,28,10.415
0337_pred.pdb,0337_real.pdb,8,4.746
0338_pred.pdb,0338_real.pdb,12,2.019
0339_pred.pdb,0339_real.pdb,6,3.775
0340_pred.pdb,0340_real.pdb,18,16.371
0341_pred.pdb,0341_real.pdb,10,4.211
0342_pred.pdb,0342_real.pdb,18,15.332
0343_pred.pdb,0343_real.pdb,31,5.604
0344_pred.pdb,0344_real.pdb,5,0.762
0345_pred.pdb,0345_real.pdb,9,4.594
0346_pred.pdb,0346_real.pdb,9,6.007
0347_pred.pdb,0347_real.pdb,21,15.642
0348_pred.pdb,0348_real.pdb,7,3.675
0349_pred.pdb,0349_real.pdb,16,6.132
0350_pred.pdb,0350_real.pdb,8,2.231
0351_pred.pdb,0351_real.pdb,17,12.442
0352_pred.pdb,0352_real.pdb,6,1.44
0353_pred.pdb,0353_real.pdb,16,6.954
0354_pred.pdb,0354_real.pdb,5,0.498
0355_pred.pdb,0355_real.pdb,21,14.228
0356_pred.pdb,0356_real.pdb,13,3.525
0357_pred.pdb,0357_real.pdb,15,4.325
0358_pred.pdb,0358_real.pdb,15,3.441
0359_pred.pdb,0359_real.pdb,13,2.634
0360_pred.pdb,0360_real.pdb,14,5.286
0361_pred.pdb,0361_real.pdb,19,8.564
0362_pred.pdb,0362_real.pdb,11,3.255
0363_pred.pdb,0363_real.pdb,12,4.96
0364_pred.pdb,0364_real.pdb,11,5.81
0365_pred.pdb,0365_real.pdb,17,1.949
0366_pred.pdb,0366_real.pdb,11,2.941
0367_pred.pdb,0367_real.pdb,8,1.207
0368_pred.pdb,0368_real.pdb,8,0.927
0369_pred.pdb,0369_real.pdb,21,3.2
0370_pred.pdb,0370_real.pdb,6,4.452
0371_pred.pdb,0371_real.pdb,11,5.397
0372_pred.pdb,0372_real.pdb,9,6.741
0373_pred.pdb,0373_real.pdb,10,5.383
0374_pred.pdb,0374_real.pdb,4,1.843
0375_pred.pdb,0375_real.pdb,12,3.092
0376_pred.pdb,0376_real.pdb,19,10.015
0377_pred.pdb,0377_real.pdb,6,2.798
0378_pred.pdb,0378_real.pdb,13,1.625
0379_pred.pdb,0379_real.pdb,10,3.503
0380_pred.pdb,0380_real.pdb,11,7.175
0381_pred.pdb,0381_real.pdb,18,4.892
0382_pred.pdb,0382_real.pdb,11,2.055
0383_pred.pdb,0383_real.pdb,11,2.632
0384_pred.pdb,0384_real.pdb,14,5.306
0385_pred.pdb,0385_real.pdb,12,4.372
0386_pred.pdb,0386_real.pdb,15,6.235
0387_pred.pdb,0387_real.pdb,7,3.146
0388_pred.pdb,0388_real.pdb,9,3.848
0389_pred.pdb,0389_real.pdb,8,4.677
0390_pred.pdb,0390_real.pdb,4,1.422
0391_pred.pdb,0391_real.pdb,11,6.23
0392_pred.pdb,0392_real.pdb,3,0.51
0393_pred.pdb,0393_real.pdb,13,3.131
0394_pred.pdb,0394_real.pdb,11,9.511
0395_pred.pdb,0395_real.pdb,7,0.527
0396_pred.pdb,0396_real.pdb,18,7.883
0397_pred.pdb,0397_real.pdb,7,1.986
0398_pred.pdb,0398_real.pdb,27,9.238
0399_pred.pdb,0399_real.pdb,23,15.133
predicted file,real file,number of residues,rmsd
0000_pred.pdb,0000_real.pdb,24,6.432
0001_pred.pdb,0001_real.pdb,15,7.278
0002_pred.pdb,0002_real.pdb,5,3.459
0003_pred.pdb,0003_real.pdb,5,2.536
0004_pred.pdb,0004_real.pdb,9,5.953
0005_pred.pdb,0005_real.pdb,8,2.344
0006_pred.pdb,0006_real.pdb,4,0.916
0007_pred.pdb,0007_real.pdb,5,2.282
0008_pred.pdb,0008_real.pdb,16,1.524
0009_pred.pdb,0009_real.pdb,4,0.304
0010_pred.pdb,0010_real.pdb,11,2.319
0011_pred.pdb,0011_real.pdb,12,7.485
0012_pred.pdb,0012_real.pdb,23,15.007
0013_pred.pdb,0013_real.pdb,20,8.108
0014_pred.pdb,0014_real.pdb,4,0.384
0015_pred.pdb,0015_real.pdb,9,1.026
0016_pred.pdb,0016_real.pdb,12,9.668
0017_pred.pdb,0017_real.pdb,27,13.95
0018_pred.pdb,0018_real.pdb,9,4.188
0019_pred.pdb,0019_real.pdb,6,2.465
0020_pred.pdb,0020_real.pdb,15,3.03
0021_pred.pdb,0021_real.pdb,7,1.434
0022_pred.pdb,0022_real.pdb,19,9.141
0023_pred.pdb,0023_real.pdb,5,2.538
0024_pred.pdb,0024_real.pdb,14,3.702
0025_pred.pdb,0025_real.pdb,26,7.468
0026_pred.pdb,0026_real.pdb,5,1.157
0027_pred.pdb,0027_real.pdb,18,13.027
0028_pred.pdb,0028_real.pdb,21,3.019
0029_pred.pdb,0029_real.pdb,7,3.507
0030_pred.pdb,0030_real.pdb,16,9.128
0031_pred.pdb,0031_real.pdb,12,2.173
0032_pred.pdb,0032_real.pdb,5,2.789
0033_pred.pdb,0033_real.pdb,13,4.651
0034_pred.pdb,0034_real.pdb,24,4.873
0035_pred.pdb,0035_real.pdb,19,11.585
0036_pred.pdb,0036_real.pdb,7,1.159
0037_pred.pdb,0037_real.pdb,11,4.871
0038_pred.pdb,0038_real.pdb,16,0.954
0039_pred.pdb,0039_real.pdb,13,7.272
0040_pred.pdb,0040_real.pdb,10,4.84
0041_pred.pdb,0041_real.pdb,4,1.632
0042_pred.pdb,0042_real.pdb,29,6.2
0043_pred.pdb,0043_real.pdb,9,0.486
0044_pred.pdb,0044_real.pdb,11,4.954
0045_pred.pdb,0045_real.pdb,7,0.599
0046_pred.pdb,0046_real.pdb,8,2.932
0047_pred.pdb,0047_real.pdb,10,1.468
0048_pred.pdb,0048_real.pdb,30,9.811
0049_pred.pdb,0049_real.pdb,5,2.451
0050_pred.pdb,0050_real.pdb,16,2.395
0051_pred.pdb,0051_real.pdb,6,1.556
0052_pred.pdb,0052_real.pdb,8,4.863
0053_pred.pdb,0053_real.pdb,5,2.516
0054_pred.pdb,0054_real.pdb,5,0.945
0055_pred.pdb,0055_real.pdb,23,15.063
0056_pred.pdb,0056_real.pdb,7,2.254
0057_pred.pdb,0057_real.pdb,7,1.271
0058_pred.pdb,0058_real.pdb,10,3.601
0059_pred.pdb,0059_real.pdb,14,5.359
0060_pred.pdb,0060_real.pdb,21,6.258
0061_pred.pdb,0061_real.pdb,21,17.071
0062_pred.pdb,0062_real.pdb,19,12.337
0063_pred.pdb,0063_real.pdb,11,2.564
0064_pred.pdb,0064_real.pdb,14,9.956
0065_pred.pdb,0065_real.pdb,3,0.501
0066_pred.pdb,0066_real.pdb,18,12.724
0067_pred.pdb,0067_real.pdb,14,5.272
0068_pred.pdb,0068_real.pdb,5,2.308
0069_pred.pdb,0069_real.pdb,12,3.855
0070_pred.pdb,0070_real.pdb,12,2.445
0071_pred.pdb,0071_real.pdb,14,10.272
0072_pred.pdb,0072_real.pdb,12,1.541
0073_pred.pdb,0073_real.pdb,5,0.563
0074_pred.pdb,0074_real.pdb,20,6.051
0075_pred.pdb,0075_real.pdb,11,4.458
0076_pred.pdb,0076_real.pdb,11,2.602
0077_pred.pdb,0077_real.pdb,24,5.523
0078_pred.pdb,0078_real.pdb,7,4.197
0079_pred.pdb,0079_real.pdb,14,6.729
0080_pred.pdb,0080_real.pdb,5,2.259
0081_pred.pdb,0081_real.pdb,8,6.926
0082_pred.pdb,0082_real.pdb,6,0.986
0083_pred.pdb,0083_real.pdb,16,2.567
0084_pred.pdb,0084_real.pdb,8,2.949
0085_pred.pdb,0085_real.pdb,11,3.657
0086_pred.pdb,0086_real.pdb,18,15.856
0087_pred.pdb,0087_real.pdb,5,0.86
0088_pred.pdb,0088_real.pdb,10,7.16
0089_pred.pdb,0089_real.pdb,16,4.686
0090_pred.pdb,0090_real.pdb,10,6.965
0091_pred.pdb,0091_real.pdb,13,5.322
0092_pred.pdb,0092_real.pdb,21,17.307
0093_pred.pdb,0093_real.pdb,12,1.745
0094_pred.pdb,0094_real.pdb,24,11.021
0095_pred.pdb,0095_real.pdb,11,2.391
0096_pred.pdb,0096_real.pdb,16,4.752
0097_pred.pdb,0097_real.pdb,10,5.742
0098_pred.pdb,0098_real.pdb,17,7.736
0099_pred.pdb,0099_real.pdb,8,1.93
0100_pred.pdb,0100_real.pdb,15,3.303
0101_pred.pdb,0101_real.pdb,5,0.855
0102_pred.pdb,0102_real.pdb,16,10.329
0103_pred.pdb,0103_real.pdb,12,3.873
